原文	訂正	個別評価	評価
（する）。	（）。	"1,1,1"	1.0
気象庁は宮城県沿岸に津波警報を発令、青森県の太平洋沿岸と岩手、福島、茨城各県の沿岸には津波注意報を発令しました。	気象庁は宮城県沿岸の津波警報を発令し、青森県の太平洋と岩手、福島、茨城各県の沿岸に津波注意報を発令しました。	"2,4,1"	2.3333333333333335
私は喜ぶです。	私はうれしいです。	"4,4,4"	4.0
本とか雑誌とか映画とかで日本語を接触する。	本とか雑誌とか映画とかで日本語に接触する。	"4,4,4"	4.0
質問の最後で選択肢２が出たときに	質問の最後に選択肢２が出たときに	"3,3,3"	3.0
1932年から、チッソ株式会社はたくさんアセトアルデヒドを生成していた。	1932年から、チッソ株式会社はたくさんアセトアルデヒドを生成していた。	"4,4,4"	4.0
シェイクスピアの発祥の地です～♪	シェイクスピアの発祥の地です～♪	"0,3,4"	3.5
私は中国語が下手ですが、クラスをします。	私は中国語が下手ですが、授業があります。	"4,4,4"	4.0
ショッピングモールを行きませんでした　ToT)/	ショッピングモールに行きませんでしたToT)／	"4,4,4"	4.0
やっぱり、弟は怒りましたが、家に帰った時、カメラを直すことができました。	やっぱり、弟は怒りましたが、家に帰った時、カメラを直すことができました。	"4,4,4"	4.0
本田宗一郎は　　新しいビジネスをはじめてよく失敗しました。	本田宗一郎は新しいビジネスをはじめてしっかり失敗しました。	"1,3,4"	2.6666666666666665
普通の粽と違い、竹の葉を使わなくて、	普通の粽と違い、竹の葉を使わなくて、	"3,3,3"	3.0
日本の人気ウェブが知りたいです	日本の人気ウェブを知りたいです	"3,3,4"	3.3333333333333335
どうするんだ？？？？？？？？	どうすれば？？？？？？？？	"3,4,4"	3.6666666666666665
また地震＞＿＜	また地震があった＞＿＜	"4,3,4"	3.6666666666666665
がんばって下さい。	がんばって下さい。	"4,4,4"	4.0
AbrahamLincoln（アブラハムリンカーン）もアメリカの大統領になるためにさいさん失敗しました。	ボンジョ池中（アブラハムリンカーン）もアメリカの大統領になるためにさいさんは失敗しました。	"1,1,1"	1.0
新しいデジカメラを買いましたから。	新しいデジカメラを買いましたから。	"4,4,4"	4.0
あまり鋭くありませんがこんなに小さい「子ナイフ」にして十分です。	あまり鋭くありませんがこんなに小さい「子ナイフ」で十分です。	"4,4,4"	4.0
長い間、行き届いった掃除をしなかったので、いま、私は腰がだるいほどまっすぐ伸ばせないです。	長い間、行き届いった掃除をしなかったので、いま、私は腰がだるいほどまっすぐ伸ばせないです。	"4,4,3"	3.6666666666666665
つまり、社会人の生活とヤンキーの生活も楽じゃないと思う。	つまり、社会人の生活とヤンキーの生活も楽じゃないと思う。	"4,4,4"	4.0
もう私は疲れています。	もう私は疲れています。	"4,4,4"	4.0
その姿、いかにもかわいそうに見えます。	その姿、いかにもかわいそうに見えます。	"4,4,4"	4.0
映画の中に､小米さんはあまり自信がない女の子なので､彼女は恋する勇気がありません。	映画の中に､おおまえさんはあまり自信がない女の子なので､彼女は恋する勇気がありません。	"1,1,1"	1.0
あなたはどう？	あなたはどう？	"4,4,4"	4.0
三つの有名な公園があって、例えば、夢公園や、水公園や、映画公園という名所があります。	三つの有名な公園があって、例えば、夢公園や、水公園や、映画公園という名所もあります。	"3,4,4"	3.6666666666666665
まだ小学生の時、毎日自分で手習いをして、一つ変な格好の字を見ったら、ぜひ一度も書いてしまいました。	まだ小学生の時、毎日自分でウエルカムをして、一つ変な格好の字を見たら、ぜひ一度も書いてしまいました。	"1,1,1"	1.0
今、午後三時三十五分です。	今、午後三時三十五分です。	"4,4,4"	4.0
それに、最も重要なのは私によって、失敗なんか全然恥ずかしくないです。	それに、最も重要なのは私によって、失敗なんか全然恥ずかしくないです。	"3,4,2"	3.0
そんな大金をかかる必要もなく、貧	そんな大金がかかる必要もなく、貧	"3,3,1"	2.3333333333333335
それ以来私の歌声は相変わらず、音痴なのですが、皆の前で話すなんか全然怖くないになりました。	それ以来私の歌声は相変わらず、音痴なのですが、皆の前で話すなんて全然怖くなくなりました。	"4,4,4"	4.0
ほぼ日手帳が持っていました！	ほぼ日手帳が持っていました！	"4,4,3"	3.6666666666666665
話したい。	話したいです。	"4,4,4"	4.0
今日はここまでどうも！	今日はここまでどうも！	"4,4,4"	4.0
今回観たのは、中国語字幕の付いたバージョンだった。	今回観たのは、中国語字幕の付いたバージョンだった。	"4,4,4"	4.0
四つ門とも閉められてるのをみて怒りが込み上げ、号令一下、八百匹の虎は一斉に地に伏せてな長々と吼えたあと、高々と城の上に飛び上がり、城を守ってる兵士たちはそれを見てみんな怯えて生き心地もなしにだらりと地に萎びていった。	四つ門とも閉められてるのをみて怒りが込み上げ、号令一下、八百匹の虎は一斉に地に伏せてな長々と吠えたあと、高々と城の上に飛び上がり、城を守ってる兵士たちはそれを見てみんな怯えて生き心地もなしにだらった。	"1,2,1"	1.3333333333333333
とわず）、私に言ってください。	とわず）、私に言ってください。	"3,2,2"	2.3333333333333335
http://www.youtube.com/watch#!v=qz7TJZWVFdY&playnext_from=TL&videos=b8nAseMriJE	http://www.youtube.com/watch#!v=qz7TJZWVFdY&playnext_from=TL&videos=b8nAseMriJE	"0,0,0"	0
初日ロシア伝統に従って、花婿は親友一緒に花嫁を身受けしなければなりました。	初日ロシア伝統に従って、花婿は親友一緒に花嫁を身受けしなければなりませんでした。	"4,4,4"	4.0
たぶん４回とか五回とか失敗　したら、やめたくなります。	たぶん４回か五回とか失敗したら、やめたくなります。	"4,4,4"	4.0
役者たちは全て私が好きな方です。	役者たちはみんな私が好きな方です。	"4,4,4"	4.0
それで二人の弟子に向けて「今や、政府不振、政治腐敗、天下の混乱は遠からず来る。	それで二人の弟子に向けて「今や、政府不振、政治腐敗、天下の混乱はもちあげず来る。	"1,2,3"	2.0
でも二年生の時、つまらないことで、喧嘩したことがあります。	でも二年生の時、つまらないことで喧嘩したことがあります。	"4,4,4"	4.0
経済の理論のクラスは楽しかったです。	経済の授業は楽しかったです。	"3,2,2"	2.3333333333333335
昨日私は近い川に行った時、涼しい水に足を置いて石に座りました。	昨日私は近い川に行った時、涼しい水に足を置いて石に座りました。	"3,4,3"	3.3333333333333335
マリア：じゃ、これをください。	マリア：じゃ、これをください。	"4,4,4"	4.0
ペット	ペット	"3,4,4"	3.6666666666666665
ヤンキーのリーダーはせんぱいで、こうはいはせんぱいに話す時に、敬語を使わなければならない。	ヤンキーのリーダーはせんぱいで、こうはいはせんぱいに話す時に、敬語を使わなければならない。	"4,4,4"	4.0
日本語を勉強しながら中国語の漢字が無意識に身に付くだろうと思って。	日本語を勉強しながら中国語の漢字が無意識に身に付くだろうと思って。	"4,4,4"	4.0
日本の大学はあまり勉強もしなくてもいいし、	日本の大学はあまり勉強もしなくてもいいし、	"4,3,3"	3.3333333333333335
Popper'sPenguins"を見ました。	「Yousayyoudon」という本を見ました。	"1,1,1"	1.0
「マジで、時間が足りないよ。」「冗談はやめてくれない、進学はどうするの。」「クラス員さんがやればいいなのに」と皆は文句を言いました。	「マジで、時間が足りないよ。」「冗談はやめてくれない、進学はどうするの。」「クラス員さんがやればいいなのに」と皆は文句を言いました。	"4,4,4"	4.0
ちょっと水がやって少ないから、めちゃくちゃにするな！」	ちょっと水がやって少ないから、めちゃくちゃにするな！」	"3,3,3"	3.0
私のこの二番年を勉強しています　でも私はたくさんの間違いをします。	私のこの二番年を勉強しています　でも私はたくさんの間違いをします。	"2,4,1"	2.3333333333333335
先生の説明はよかったです。	先生の説明は面白かったです。	"2,3,3"	2.6666666666666665
しかし、今日は少しも不快な感じがしませんでした。	しかし、今日は少しも不快な感じがしませんでした。	"4,4,4"	4.0
・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・	・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・	"0,0,0"	0
今日は辞書が届きます、確かにすごい辞書ですけど、字はちょっと細かすぎる。	今日は辞書が届きます、確かにすごい辞書ですけど、字はちょっと細かすぎます。	"4,4,3"	3.6666666666666665
ホーチミン市のチョロン地区のチャイナタウンで生まれて育ち。	ホーチミン市のチョロン地区のチャイナタウンで生まれて育った。	"4,4,4"	4.0
霍さんはインターンシップに行きましたので、５人が残っています。	霍さんはインターンシップに行きましたので、５人残っています。	"4,4,4"	4.0
面白くて楽しい。	面白くて楽しい。	"4,4,4"	4.0
んで、だれもがこの歌を知っていますか？？	んで、だれもがこの歌を知っていますか？？	"4,4,3"	3.6666666666666665
だから、今日はバイクを買っちゃった、格好いいじゃない中古車ですけど、	だから、今日はバイクを買っちゃった、格好よくない中古車ですけど、	"4,4,4"	4.0
皆さん、皆さんの人生に成功と失敗とどちらが多いですか。	皆さん、皆さんの人生には成功と失敗とどちらが多いですか。	"4,4,3"	3.6666666666666665
私わ　先週　妻と　ＬＡに　行きました。	私は　先週　妻と　ＬＡに　行きました。	"2,4,2"	2.6666666666666665
http://www.youtube.com/watch?v=mX_Q9tmFO3M	http:/www.youtube.com/watch?v=mX_Q9tmFO3M	"0,0,0"	0
で、日本語を中国語に翻訳する一番難しいところはなんだろうと聞かれたら、私は断然「センテンスの組み立て方がまったく違って、改めて組まないといけない部分は困る」と返事います。	で、日本語を中国語に翻訳する一番難しいところはなんだろうと聞かれたら、私は断念「センテンスの組み立て方がまったく違って、改めて組まないといけない部分は困る」と返事います。	"2,3,4"	3.0
メッセージの内容がもっとびっくりさせられました。	メッセージの内容がもっとびっくりさせられました。	"4,4,4"	4.0
でも、ついに　アメリカの大統領になることができました。	でも、ついにアメリカの大統領になることができました。	"4,4,4"	4.0
ただちょっと心配してるね。。。	ただちょっと心配してるだけ。。。	"4,4,4"	4.0
やがて哀しき外国語に関して	やがて係わる外国語に関して	"1,2,1"	1.3333333333333333
小さいころから，姉さんはずっと私のそばにいるから。	小さいころから，姉さんはずっと私のそばにいてくれるから。	"4,4,4"	4.0
これはほんとに大切だか？	これはほんとに大切だか？	"2,3,3"	2.6666666666666665
できるだけ早く請求にいらっしゃってください」と表示していました。	できるだけ早く請求にいらしてください」と表示していました。	"3,3,4"	3.3333333333333335
アイルランドの音楽が好きけどこの楽器の音が大好きので習いたいだ。	アイルランドの音楽が好きけどこの楽器の音が大好きなので習いたい。	"4,3,4"	3.6666666666666665
ページはこちらへ：http://profile.ameba.jp/artboy598/	ページはこちらへ：http://賣點.ameba.jp/もぐり598/	"0,1,0"	0
実はね、私も一年ぐらい日本語の勉強になりました、でも、あんまりできません。	実はね、私も一年ぐらい日本語の勉強になりました、でも、あんまりできません。	"4,4,3"	3.6666666666666665
旅行している時に迷ったら........北海道はいつもきれいなところだと思います。	旅行している時に迷ったら........北海道はいつもきれいなところです。	"4,4,3"	3.6666666666666665
それより、彼女の寂しさは、だれも、気づき無かった。	それより、彼女の寂しさは、だれも、気づかなかった。	"4,4,4"	4.0
③中国が仕事で中国へ出向いていたフジタの社員を逮捕した上、さらに船長を解放しなければ軍事的行為も辞さないと通告	③中国が仕事で中国へ来ていたフジタの社員を逮捕した上、さらに船長を解放しなければ軍事的行為もないと通告	"1,3,1"	1.6666666666666667
スタローンの映画のが面白いですから。	スタローンの映画は面白いですから。	"4,4,4"	4.0
時々あんまり接触しないけれど、時々ずっと接触する。	時々あんまり接触しないけれど、時々接触する。	"2,4,3"	3.0
親のような官職についてるのに、民のために、利益をもたらし、害を排除することなく、逆にこの地域に災いを来すばかりで、お前は何の役に立つものか　」	親のような官職についてるのに、民のために利益をもたらし、害を排除することなく、逆にこの地域に災いを結べるばかりで、お前は何の役に立つものか」	"1,3,3"	2.3333333333333335
二人とも「分かった」と答えた	二人とも「分かった」と答えた	"3,3,3"	3.0
昨日私は近い川に行った時、涼しい水に足を置いて石に座りました。	昨日私は近くの川に行った時、涼しい水に足を置いて石に座りました。	"4,4,4"	4.0
牡丹は葉が落ちて黒く細ってる枝が枯れていたように見えるのに、どういう意味があるだろう？	牡丹は葉が落ちて黒くやせてる枝が枯れていたように見えるのに、どういう意味があるだろう？	"4,4,3"	3.6666666666666665
面白くて楽しい。	面白いけど、楽しい。	"3,4,3"	3.3333333333333335
新婚夫婦はほとんど見知らない人である遠い親戚を招待しなければなりません。	新婚夫婦はほとんど見知らない人である遠い親戚を招待しなければなりません。	"4,4,3"	3.6666666666666665
サービス残業？？	サービス残業？？	"4,4,4"	4.0
ピアノの発表会などで少女が着るような服をもっとフリフリにしたこのファッションはある人にとってはとても信じられないファッションだかもしれませんけど、「ロリータのファン」も少なくないです。	ピアノの発表会などで少女が着るような服をもっとフリフリにしたこのファッションはある人にとってはとても信じられないファッションだったかもしれませんけど、「ロリータのファン」も少なくないです。	"4,4,4"	4.0
時々、アメリカの女は”あたしは優しいガイを欲しい”と言ってんだけど、この人はいつも”優しいガイ”を拒否すると無視するです。	時々、アメリカの女は”あたしは優しいガイを欲しい”と言ってんだけど、この人はいつも”優しいガイ”を拒否すると無視します。	"3,4,4"	3.6666666666666665
「丽江」に住んた人々の生活のリズムは遅いです	「丽江」に住んでいた人々の生活のリズムは遅いです	"4,3,3"	3.3333333333333335
私の発表するテーマは「中日若者文化について」です。	私が発表するテーマは「中日若者文化について」です。	"4,4,4"	4.0
それで、副反応にメチル水銀は生成した。	それで、副反応にメチル水銀は生成した。	"4,4,4"	4.0
私は喜ぶです。	私は喜ぶです。	"4,2,3"	3.0
来たときに彼は私にお花と高いチョコレートを呉れました。	来たときに彼は私にお花と高いチョコレートをくれました。	"4,4,4"	4.0
それで、30語から50語のまだ勉強してない言葉を勉強する。	それで、30語から50語のまだ勉強してない言葉を勉強する。	"4,4,4"	4.0
ハノイに行われたヒェン・ツクさんのライブショーの参加したばかりが、「サイゴン・ラブ・ストリー」の俳優としてもうすぐ開催されるフア・ビー・バンは上海国際フィルムフェティバルの準備で忙しそうだ。	ハノイに行われたヒェン・ツクさんのライブショーの参加したばかりが、「サイゴン・ラブ・ストリー」の俳優としてもうすぐ開催されるフア・ビー・バンは上海国際フィルムフェティバルの準備で忙しそうだ。	"2,4,3"	3.0
僕のSRSの使い方	僕のSRSの使い方	"3,4,3"	3.3333333333333335
今まだ日本語の試験を予習しています。	今まだ日本語の試験を予習しています。	"4,4,3"	3.6666666666666665
日本の大阪で、プロモーションのフェアへ行きます。	日本の大阪では、プロモーションのフェアへ行きます。	"4,4,0"	4.0
とても上手です。	とても上手でした。	"3,4,4"	3.6666666666666665
来年，姉さんシンガポ-ルに勤めています。	来年，姉さんシンガポ-ルに勤めています。	"2,4,3"	3.0
船長が処分保留のまま釈放されると発表しました。	船長が処分したまま釈放されると発表しました。	"1,1,1"	1.0
駄目だ、駄目。	駄目だ、駄目。	"4,4,3"	3.6666666666666665
一所懸命にがんばりましたから。	一所懸命にがんばりましたから。	"4,4,4"	4.0
アセトアルデヒドの生成することにたくさん副反応があった。	烈士の生成することにたくさん副反応があった。	"1,1,1"	1.0
日本のドラマや歌や本が好きですから、日本語を熱心に勉強	日本のドラマや歌や本が好きですから、日本語を熱心に勉強	"3,3,3"	3.0
生徒はナイキのカバンを持っている。	生徒はナイキのカバンを持っている。	"4,4,4"	4.0
お前はなんだ？？？	お前はなんだろう？？？	"3,4,4"	3.6666666666666665
人々は色々だけどその違いは国の中のことじゃなくて人と人の違い。	人々は色々だけどその違いは国の中のことじゃなくて人と人の違い。	"4,4,4"	4.0
MangaMoodsは80のフレーズを持っています。	MangaMoodsは80のフレーズを持っています。	"4,4,4"	4.0
獣医に見てもらいまして、放射線をして、検査させました。	獣医に見てもらって、放射線をして、検査させました。	"4,4,4"	4.0
そして、水俣病を持っている人は手が弱くなった。	そして、水俣病を持っている人は手が弱くなった。	"4,4,4"	4.0
正直に言うと私は歌音痴の上に、たくさんの人の前に大声で話すことさえできませんでした。	正直に言うと私は歌音痴の上で、たくさんの人の前で大声で話すことさえできませんでした。	"2,4,4"	3.3333333333333335
去年のスノーボードの授業でA+を取ったと言いました。	去年のスノーボードの授業でA+を受けたと言いました。	"2,1,3"	2.0
明日	明日	"3,4,4"	3.6666666666666665
新しい文法がぜんぜん分かりません！	新しい文法がぜんぜん分かりません！	"4,4,4"	4.0
それで、誰が綺麗な女性に抵抗できるんだ？	それで、誰が綺麗な女性に抵抗できるの？	"4,4,4"	4.0
ポランドでサッカーあが人気がある。	ポーランドでサッカーあが人気がある。	"3,2,2"	2.3333333333333335
そして、皺を描くのが楽しいだよ。	そして、筍を描くのが楽しいよ。	"1,1,1"	1.0
”じゃあ。。。	”ということで。。。	"3,3,2"	2.6666666666666665
：）	：）	"0,0,0"	0
仕事は技術サポータので、今週も休暇することができません。	仕事は技術サポータので、今週も休暇することができません。	"2,4,3"	3.0
明日は日本からの友たちにこの町を案内してあげるから、今日わたしと換える人を見つけなきゃいけません。	明日は日本からの友たちにこの町を案内してあげるから、今日わたしと初歩人を見つけなきゃいけません。	"1,1,1"	1.0
最近の私は毎日「白寿」という椅子に座り電位治療をしています。	最近の私は毎日「白寿」という椅子に座り電位治療をしています。	"4,4,4"	4.0
いま、私はMikkomさんのコメントを借用して、自分の考えを書きます。	いま、私はMikkomさんのコメントを借りて、自分の考えを書きます。	"4,4,4"	4.0
http://tw.f4.page.bid.yahoo.com/tw/auction/d39886126	http:/tw.f4.4300.bid.yahoo.com/tw/redlandriot/d39886126	"0,0,0"	0
ひろです。	ひろにあります。	"1,2,1"	1.3333333333333333
请听我的日语录音！（3）	我的日コッドンネ音！（3）	"0,0,0"	0
船と飛行機とどっちのほうが好きですか？	船と飛行機とどっちのほうが好きですか？	"4,4,4"	4.0
今日の試験はとても難しいです。	今日の試験はとても難しいです。	"4,4,4"	4.0
これは人生だ。	これは人生だ。	"4,4,4"	4.0
（大学の配置試験です。）	（大学の配置試験です。）	"4,4,4"	4.0
初めて立った時に、赤ちゃんは転ばないようにがんばりました。	初めて立った時に、赤ちゃんは転ばないようにがんばりました。	"4,4,4"	4.0
この週は長期なりそうです。	この週は長くなりそうです。	"4,4,4"	4.0
昨日の午後、私は同僚と一緒に外出し、出先で仕事をしました。	昨日の午後、私は同僚と一緒に出先して仕事をしました。	"1,2,1"	1.3333333333333333
たいてい、ヤンキーは社会人にならないが、時々高校後でヤンキーをやめる。	たいてい、ヤンキーは社会人にならないが、時々高校後でヤンキーをやめる。	"4,4,4"	4.0
こんばんは、皆さん。	こんばんは、皆さん。	"4,4,4"	4.0
しゅくだいは　とてもつまらないで　と　とても　むずかしいです。	しゅくだいは　とてもつまらないで　と　とても　むずかしいです。	"2,2,2"	2.0
こんにちは皆さん。	こんにちは、皆さん。	"3,4,4"	3.6666666666666665
二人ともあっさりと「ありえない」と答えた。	二人とも「あっさりと「ありえない」と答えた。	"2,3,1"	2.0
聞き取り	聞き取り	"3,4,4"	3.6666666666666665
今日、仁くんの新歌Eternalを聞きました。	今日、仁くんの新曲を聞きました。	"4,4,1"	3.0
<3	<3	"0,0,0"	0
日本語四級検定合格！	日本語四級検定に合格！	"3,4,4"	3.6666666666666665
そして、全ての中国人はお金のために生きています。	そして、すべての中国人はお金のために生きています。	"3,4,4"	3.6666666666666665
日本語には違うと思いますが、確かじゃないですので、例をもらったら助かりますよ。	日本語は違うと思いますが、確かじゃないので、例をもらったら助かりますよ。	"4,4,3"	3.6666666666666665
先ほど以下のバグ・リポートをlang-8へ送りました。	先ほど以下のバグ・レポートをlang-8へ送りました。	"4,4,4"	4.0
私たちは土曜日に大きいパーティーを開いています。	私たちは土曜日に大きいパーティーを開きます。	"3,4,3"	3.3333333333333335
また「たちばな」に行くようにする。	また「たちばな」に行くようにします。	"3,4,4"	3.6666666666666665
もし赤ちゃんがあきらめたら、今でも歩くことができないと思います。	もし赤ちゃんがあきらめたら、今でも歩くことができないと思っています。	"3,4,4"	3.6666666666666665
やれやれ。	やれやれ。	"4,4,4"	4.0
今年結婚つもりです。	今年結婚するつもりです。	"4,4,4"	4.0
http://vimeo.com/10770295	http:/vimeo.comr10770295	"0,0,0"	0
久しぶりですね	お久しぶりですね	"3,3,3"	3.0
頭がいい人のがもっと優しいですから。	頭がいい人なのにもっと優しいですから。	"1,4,4"	3.0
自分で北海道に旅行？	自分で北海道旅行に行く？	"4,4,4"	4.0
理想的な社会人になりたいが、仕事を嫌になる。	理想的な社会人になりたいが、仕事を嫌になる。	"4,4,4"	4.0
今考えたら当然なことだけどね。	今考えたら当然のことだけどね。	"3,4,4"	3.6666666666666665
【并非】というものは難しいなぁ	【はい、非】というものは難しいなぁ	"1,1,1"	1.0
人間は苦労といっしょに人世を歩んで行きます。	人間は苦労といっしょにネジを歩んで行きます。	"1,1,1"	1.0
また地震＞＿＜	また地震＞＿＜	"4,3,4"	3.6666666666666665
僕はえいごクラスとビオロジクラスとジオグラフィクラスと日本語のクラス。	僕はえいごクラスと外苑と外苑と日本語のクラス。	"1,1,1"	1.0
翌日、先生は二人を見送った時に、再三念押しをした	翌日、先生は二人を見送った時に、再三念押しをした	"3,3,3"	3.0
私が反省しました。	私が反省しました。	"4,4,3"	3.6666666666666665
関の山	関の山	"3,4,4"	3.6666666666666665
くそなおじ。	変なおじ。	"3,1,2"	2.0
でも...変なことができました。	でも...変なことができました。	"4,4,4"	4.0
せんせいたちと　ともだちを　いつも　思い出す.	せんせいたちとともだちをいつも思い出す.	"4,4,4"	4.0
三つの有名な公園があって、例えば、夢公園や、水公園や、映画公園という名所があります。	三つの有名な公園があって、例えば、夢公園や、水公園や、映画公園という名所があります。	"4,4,4"	4.0
http://www.youtube.com/watch?v=4-cYsU_Rxr4	http:/\/www.youtube.comrwatch?v=4-cYsU_Rxr4	"0,0,0"	0
ついに私たちは歩けましたね。	ついに私たちは歩けましたね。	"4,4,4"	4.0
＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿	＿＿msad	"0,0,0"	0
でも、しようがないんです。	でも、しょうがないんです。	"4,4,4"	4.0
キターー！！	ギター！！	"1,1,4"	2.0
私の父は４６歳で、会社の社員です。	私の父は４６歳で、会社の社員です。	"4,4,4"	4.0
あの時にもうだいじょうぶでした。	あの時はもうだいじょうぶでした。	"4,4,4"	4.0
もっと高い点数できると思ったのに....	もっと高い点数ができると思ったのに....	"2,3,3"	2.6666666666666665
ビデオ：私がアーチェリーをする古いビデオ）	ビデオ：私がアーチェリーをした古いビデオ）	"3,3,3"	3.0
バグ・リポート	バグ・リポート	"3,4,4"	3.6666666666666665
日本語２０３のクラスは楽しいですけど、クラスメイトはへんです。	日本語２０３のクラスは楽しいですけど、クラスメイトはへんでした。	"3,4,4"	3.6666666666666665
アルバイトだけしたくない。	アルバイトだけしたくない。	"4,4,4"	4.0
ぶちょうでした。	ぶちょう(文法)でした。	"1,2,1"	1.3333333333333333
それからの一年間、なんだか気まずい雰囲気になってしまいました。	それからの一年間、なんだか気まずい雰囲気になりました。	"3,4,3"	3.3333333333333335
昨日9時に起きました。	昨日9時に起きました。	"4,4,4"	4.0
お医者さんに会ったけど彼は「あなたは元気ですが、ティーンエイジャーだからいつも眠いですね。」と言いました。	お医者さんに会ったけど彼は「あなたは元気ですが、ファインヅイツウェーだからいつも眠いですね。」と言いました。	"1,1,1"	1.0
文字通りに若者に支持されている文化的形態や活動だと私は理解しています。	文字通りに若者に支持されている文化的形態や活動だと私は理解しています。	"4,4,4"	4.0
ぼくはにほんごべんきょう！！	ぼくはにほんごをべんきょうします！！	"4,4,4"	4.0
今、私はフリクリを見ます	今、私はフリクリを見ています	"3,3,3"	3.0
本当にヤンキーは粗紺をして、女のヤンキーはヤンママという。	本当にヤンキーは粗紺で、女のヤンキーはヤンママという。	"4,4,2"	3.3333333333333335
まだ中は暑すぎますけど、外も悪い天気があった。	まだ暑すぎますけど、外も悪い天気があった。	"3,4,2"	3.0
国内の皆さんもそれを知っていると思います、実は国内で今度の中国政府の抗議しかないやり方が弱いと批判しています。	国内の皆さんもそれを知っていると思います、実は国内で今度の中国政府の抗議しかないやり方が弱いと批判しています。	"4,4,3"	3.6666666666666665
春運は毎年約４０日ぐらいです。	春運は毎年約４０日ぐらいです。	"4,4,4"	4.0
マリア：どうも。	マリア：どうも。	"4,4,4"	4.0
船長もバカではない。	船長もバカではない。	"4,4,4"	4.0
私はペルー人ですけど	私はペルー人ですけど	"3,3,3"	3.0
宿題もないけど・・・やっぱり宿題はめんどくさい。	宿題もないけど・・・やっぱり宿題がめんどくさい。	"3,4,4"	3.6666666666666665
ショッピングモールを行きませんでした　ToT)/	ショッピングモールに行きませんでしたToT)/	"4,4,4"	4.0
韓国語は勉強する時間がまた短いので、難しいと思います。	韓国語は勉強する時間がまだ短いので、難しいと思います。	"4,4,3"	3.6666666666666665
ピアノの発表会などで少女が着るような服をもっとフリフリにしたこのファッションはある人にとってはとても信じられないファッションだかもしれませんけど、「ロリータのファン」も少なくないです。	ピアノの発表会などで少女が着るような服をもっと馴染みにしたこのファッションはある人にとってはとても信じられないファッションかもしれませんけど、「ロリータのファン」も少なくないです。	"1,1,1"	1.0
これは私を大幸せにいました！	これは私を大幸せにいました！	"2,2,2"	2.0
でも、今晩、突然昔の彼女からのメッセージがと届てくれて、びっくりしました。	でも、今晩、突然昔の彼女からのメッセージが届いてくれて、びっくりしました。	"2,4,4"	3.3333333333333335
七転びや起きです。	七転びや起きました。	"3,3,1"	2.3333333333333335
今、午後三時三十五分です。	今は、午後三時三十五分です。	"4,4,4"	4.0
この賞の支えでアン・ツー、ホー・ゴク・ハー、スアン・ランと同様、学生の花モデルと言うユースファクションモデルクラブに参加した。	この賞の支えでアン・ツー、ホー・ゴク・ハー、赤人・ランと同様、学生の花モデルと言うユース寧海モデルクラブに参加した。	"1,1,1"	1.0
会員であれば、友達になっていただきませんか？	会員であれば、友達になっていただきませんか？	"2,4,4"	3.3333333333333335
でも、笑い声は終わるまで続きました。	でも、笑い声は終わるまで続きました。	"4,4,4"	4.0
それで二人の弟子に向けて「今や、政府不振、政治腐敗、天下の混乱は遠からず来る。	それで二人の弟子に向けて「今や、政府不振、政治腐敗、天下の混乱は遠からず来ている。	"3,4,3"	3.3333333333333335
どうも　ありがとうございます～	どうもありがとうございます～	"3,3,4"	3.3333333333333335
君は中国人？	君は中国人？	"4,4,4"	4.0
チィンリッスルはアイルランドの呼子だ。	チィンリッスルはアイルランドの呼子だ。	"4,4,2"	3.3333333333333335
子供として基本的な権利です！	子供としては基本的な権利です！	"4,4,3"	3.6666666666666665
これは2010年春季版です！	これは2010年のブリトー版です！	"1,1,1"	1.0
「丽江」に住んた人々の生活のリズムは遅いです	「丽江」に住んた人々の生活のリズムは遅いです	"3,3,3"	3.0
もう三日雨が降っています。	もう三日雨が降っています。	"4,4,2"	3.3333333333333335
一瞬のうち、大堂のあちこち、裏表に、屋上にも家の下にも虎で一杯担っていた。	一瞬のうち、大堂のあちこち、裏表に、屋上にも家の下にも虎で一杯担っていた。	"2,4,3"	3.0
今どこに住んでいますか？	今どこに住んでいますか？	"4,4,4"	4.0
私は投稿された日記を添削しました！	私は投稿された日記を添削しました！	"4,4,4"	4.0
「毎日新聞」に漁船は「先兵」として、日本に探察しに来るかもしれないと書いてあります。	「毎日新聞」に漁船は「文革」として、日本にごまかすしに来るかもしれないと書いてあります。	"1,1,1"	1.0
私なら、カバンを作ったほうがいいかな。	私なら、カバンを作ったほうがいいかな。	"4,4,4"	4.0
僕は僕の仕事をしった、ぜんぜんまちがえなかったんだよ。	僕は僕の仕事をした、ぜんぜんまちがえなかったんだよ。	"4,4,4"	4.0
友達と一緒に遊びんでいる時、私はよく皆のピスタチオです。	友達と一緒に遊んでいる時、私はよく皆のピスタチオです。	"4,4,4"	4.0
私の発表するテーマは「中日若者文化について」です。	私の発表するテーマは「中日若者文化について」です。	"4,4,4"	4.0
”さあ、わからない。	”は、わからない。	"1,2,2"	1.6666666666666667
＾－＾	＾－＾	"0,0,0"	0
